Date,stream,Time,Press (PSI),Turb(NTU),H2OTemp(degC),LogTemp(degC),Batt(V),Discharge
2006-08-25,k,16:45,0.101 ,0.0 ,15.3 ,24.5 ,11.0 ,0.477756073
2006-08-25,k,17:00,0.099 ,0.0 ,15.3 ,24.9 ,11.0 ,0.443576759
2006-08-25,k,17:15,0.099 ,0.0 ,15.3 ,24.9 ,11.0 ,0.443576759
2006-08-25,k,17:30,0.099 ,0.0 ,15.3 ,24.8 ,11.0 ,0.443576759
2006-08-25,k,17:45,0.099 ,0.0 ,15.3 ,24.5 ,11.0 ,0.443576759
2006-08-25,k,18:00,0.099 ,0.0 ,15.3 ,24.4 ,11.0 ,0.443576759
2006-08-25,k,18:15,0.099 ,0.0 ,15.3 ,24.3 ,11.0 ,0.443576759
2006-08-25,k,18:30,0.099 ,0.0 ,15.2 ,24.2 ,11.0 ,0.443576759
2006-08-25,k,18:45,0.099 ,0.0 ,15.2 ,24.0 ,11.0 ,0.443576759
2006-08-25,k,19:00,0.099 ,0.0 ,15.2 ,23.9 ,11.0 ,0.443576759
2006-08-25,k,19:15,0.099 ,0.0 ,15.2 ,23.7 ,11.0 ,0.443576759
2006-08-25,k,19:30,0.099 ,0.0 ,15.1 ,23.6 ,11.0 ,0.443576759
2006-08-25,k,19:45,0.099 ,0.0 ,15.1 ,23.4 ,11.0 ,0.443576759
2006-08-25,k,20:00,0.099 ,0.0 ,15.1 ,23.2 ,11.0 ,0.443576759
2006-08-25,k,20:15,0.099 ,0.0 ,15.1 ,23.0 ,11.0 ,0.443576759
2006-08-25,k,20:30,0.099 ,0.0 ,15.1 ,22.8 ,11.0 ,0.443576759
2006-08-25,k,20:45,0.099 ,0.0 ,15.1 ,22.6 ,11.0 ,0.443576759
2006-08-25,k,21:00,0.099 ,0.0 ,15.0 ,22.3 ,11.0 ,0.443576759
2006-08-25,k,21:15,0.099 ,0.0 ,15.0 ,22.1 ,11.0 ,0.443576759
2006-08-25,k,21:30,0.099 ,0.0 ,15.0 ,22.0 ,11.0 ,0.443576759
2006-08-25,k,21:45,0.099 ,0.0 ,15.0 ,21.7 ,11.0 ,0.443576759
2006-08-25,k,22:00,0.100 ,0.0 ,14.9 ,21.5 ,11.0 ,0.454766662
2006-08-25,k,22:15,0.099 ,0.0 ,14.9 ,21.2 ,11.0 ,0.443576759
2006-08-25,k,22:30,0.100 ,0.0 ,14.9 ,21.0 ,11.0 ,0.454766662
2006-08-25,k,22:45,0.101 ,0.0 ,14.9 ,20.8 ,11.0 ,0.477756073
2006-08-25,k,23:00,0.102 ,0.0 ,14.9 ,20.5 ,11.0 ,0.489560069
2006-08-25,k,23:15,0.102 ,0.0 ,14.9 ,20.3 ,11.0 ,0.501573263
2006-08-25,k,23:30,0.102 ,0.0 ,14.8 ,20.0 ,11.0 ,0.501573263
2006-08-25,k,23:45,0.103 ,0.0 ,14.8 ,19.8 ,11.0 ,0.513797923
2006-08-26,k,0:00,0.103 ,0.0 ,14.7 ,19.7 ,11.0 ,0.513797923
2006-08-26,k,0:15,0.103 ,0.0 ,14.7 ,19.4 ,11.0 ,0.513797923
2006-08-26,k,0:30,0.103 ,0.0 ,14.7 ,19.2 ,11.0 ,0.513797923
2006-08-26,k,0:45,0.103 ,0.0 ,14.7 ,18.9 ,11.0 ,0.513797923
2006-08-26,k,1:00,0.103 ,0.0 ,14.6 ,18.8 ,11.0 ,0.513797923
2006-08-26,k,1:15,0.103 ,0.0 ,14.6 ,18.7 ,11.0 ,0.513797923
2006-08-26,k,1:30,0.103 ,0.0 ,14.6 ,18.4 ,11.0 ,0.513797923
2006-08-26,k,1:45,0.103 ,0.0 ,14.6 ,18.3 ,11.0 ,0.513797923
2006-08-26,k,2:00,0.103 ,0.0 ,14.6 ,18.2 ,11.0 ,0.513797923
2006-08-26,k,2:15,0.103 ,0.0 ,14.5 ,17.9 ,11.0 ,0.513797923
2006-08-26,k,2:30,0.103 ,0.0 ,14.5 ,17.8 ,11.0 ,0.513797923
2006-08-26,k,2:45,0.103 ,0.0 ,14.5 ,17.6 ,11.0 ,0.513797923
2006-08-26,k,3:00,0.103 ,0.0 ,14.5 ,17.5 ,11.0 ,0.513797923
2006-08-26,k,3:15,0.103 ,0.0 ,14.4 ,17.3 ,11.0 ,0.513797923
2006-08-26,k,3:30,0.102 ,0.0 ,14.4 ,17.1 ,11.0 ,0.489560069
2006-08-26,k,3:45,0.102 ,0.0 ,14.4 ,17.0 ,11.0 ,0.489560069
2006-08-26,k,4:00,0.102 ,0.0 ,14.4 ,16.7 ,11.0 ,0.489560069
2006-08-26,k,4:15,0.102 ,0.0 ,14.3 ,16.6 ,11.0 ,0.489560069
2006-08-26,k,4:30,0.102 ,0.0 ,14.3 ,16.5 ,11.0 ,0.489560069
2006-08-26,k,4:45,0.102 ,0.0 ,14.3 ,16.4 ,11.0 ,0.489560069
2006-08-26,k,5:00,0.102 ,0.0 ,14.3 ,16.2 ,11.0 ,0.489560069
2006-08-26,k,5:15,0.102 ,0.0 ,14.2 ,16.0 ,11.0 ,0.489560069
2006-08-26,k,5:30,0.102 ,0.0 ,14.2 ,15.9 ,11.0 ,0.489560069
2006-08-26,k,5:45,0.102 ,0.0 ,14.2 ,15.7 ,11.0 ,0.489560069
2006-08-26,k,6:00,0.102 ,0.0 ,14.1 ,15.6 ,11.0 ,0.489560069
2006-08-26,k,6:15,0.102 ,0.0 ,14.1 ,15.5 ,11.0 ,0.489560069
2006-08-26,k,6:30,0.102 ,0.0 ,14.1 ,15.4 ,11.0 ,0.489560069
2006-08-26,k,6:45,0.102 ,0.0 ,14.1 ,15.3 ,11.0 ,0.489560069
2006-08-26,k,7:00,0.102 ,0.0 ,14.0 ,15.1 ,11.0 ,0.489560069
2006-08-26,k,7:15,0.102 ,0.0 ,14.0 ,15.0 ,11.0 ,0.489560069
2006-08-26,k,7:30,0.102 ,0.0 ,14.0 ,14.9 ,11.0 ,0.489560069
2006-08-26,k,7:45,0.102 ,0.0 ,13.9 ,14.9 ,11.0 ,0.489560069
2006-08-26,k,8:00,0.102 ,0.0 ,13.9 ,14.8 ,11.0 ,0.489560069
2006-08-26,k,8:15,0.102 ,0.0 ,13.9 ,14.8 ,11.0 ,0.489560069
2006-08-26,k,8:30,0.102 ,0.0 ,13.9 ,14.6 ,11.0 ,0.489560069
2006-08-26,k,8:45,0.102 ,0.0 ,13.9 ,14.6 ,11.0 ,0.489560069
2006-08-26,k,9:00,0.102 ,0.0 ,13.9 ,14.6 ,11.0 ,0.489560069
2006-08-26,k,9:15,0.102 ,0.0 ,13.9 ,14.8 ,11.0 ,0.489560069
2006-08-26,k,9:30,0.102 ,0.0 ,13.9 ,14.8 ,11.0 ,0.489560069
2006-08-26,k,9:45,0.102 ,0.0 ,13.9 ,14.9 ,11.0 ,0.489560069
2006-08-26,k,10:00,0.102 ,0.0 ,13.9 ,15.0 ,11.0 ,0.489560069
2006-08-26,k,10:15,0.102 ,0.0 ,13.9 ,15.1 ,11.0 ,0.489560069
2006-08-26,k,10:30,0.102 ,0.0 ,13.9 ,15.4 ,11.0 ,0.489560069
2006-08-26,k,10:45,0.102 ,0.0 ,13.9 ,15.6 ,11.0 ,0.489560069
2006-08-26,k,11:00,0.102 ,0.0 ,13.9 ,16.0 ,11.0 ,0.489560069
2006-08-26,k,11:15,0.102 ,0.0 ,13.9 ,16.6 ,11.0 ,0.489560069
2006-08-26,k,11:30,0.102 ,0.0 ,13.9 ,17.2 ,11.0 ,0.489560069
2006-08-26,k,11:45,0.102 ,0.0 ,13.9 ,17.9 ,11.0 ,0.489560069
2006-08-26,k,12:00,0.102 ,0.0 ,13.9 ,18.7 ,11.0 ,0.489560069
2006-08-26,k,12:15,0.102 ,0.0 ,14.0 ,19.3 ,11.0 ,0.489560069
2006-08-26,k,12:30,0.102 ,0.0 ,14.1 ,19.9 ,11.0 ,0.489560069
2006-08-26,k,12:45,0.102 ,0.0 ,14.1 ,20.6 ,11.0 ,0.489560069
2006-08-26,k,13:00,0.102 ,0.0 ,14.2 ,21.1 ,11.0 ,0.489560069
2006-08-26,k,13:15,0.100 ,0.0 ,14.3 ,21.7 ,11.0 ,0.46615902
2006-08-26,k,13:30,0.100 ,0.0 ,14.4 ,22.0 ,11.0 ,0.46615902
2006-08-26,k,13:45,0.100 ,0.0 ,14.5 ,22.2 ,11.0 ,0.46615902
2006-08-26,k,14:00,0.100 ,0.0 ,14.5 ,22.5 ,11.0 ,0.46615902
2006-08-26,k,14:15,0.100 ,0.0 ,14.6 ,22.7 ,11.0 ,0.46615902
2006-08-26,k,14:30,0.100 ,0.0 ,14.7 ,23.0 ,11.0 ,0.46615902
2006-08-26,k,14:45,0.100 ,0.0 ,14.9 ,23.3 ,11.0 ,0.46615902
2006-08-26,k,15:00,0.100 ,0.0 ,15.0 ,23.7 ,11.0 ,0.46615902
2006-08-26,k,15:15,0.100 ,0.0 ,15.2 ,24.2 ,11.0 ,0.454766662
2006-08-26,k,15:30,0.100 ,0.0 ,15.3 ,24.7 ,11.0 ,0.454766662
2006-08-26,k,15:45,0.099 ,0.0 ,15.4 ,25.0 ,11.0 ,0.443576759
2006-08-26,k,16:00,0.099 ,0.0 ,15.5 ,25.3 ,11.0 ,0.443576759
2006-08-26,k,16:15,0.099 ,0.0 ,15.6 ,25.5 ,11.0 ,0.443576759
2006-08-26,k,16:30,0.099 ,0.0 ,15.8 ,25.8 ,11.0 ,0.443576759
2006-08-26,k,16:45,0.099 ,0.0 ,15.8 ,26.1 ,11.0 ,0.443576759
2006-08-26,k,17:00,0.099 ,0.0 ,15.8 ,26.4 ,11.0 ,0.443576759
2006-08-26,k,17:15,0.099 ,0.0 ,15.8 ,26.5 ,11.0 ,0.443576759
2006-08-26,k,17:30,0.099 ,0.0 ,15.8 ,26.4 ,11.0 ,0.443576759
2006-08-26,k,17:45,0.099 ,0.0 ,15.8 ,26.2 ,11.0 ,0.443576759
2006-08-26,k,18:00,0.099 ,0.0 ,15.7 ,26.0 ,11.0 ,0.443576759
2006-08-26,k,18:15,0.099 ,0.0 ,15.7 ,25.9 ,11.0 ,0.443576759
2006-08-26,k,18:30,0.099 ,0.0 ,15.7 ,25.8 ,11.0 ,0.443576759
2006-08-26,k,18:45,0.100 ,0.0 ,15.6 ,25.6 ,11.0 ,0.454766662
2006-08-26,k,19:00,0.100 ,0.0 ,15.6 ,25.4 ,11.0 ,0.46615902
2006-08-26,k,19:15,0.100 ,0.0 ,15.6 ,25.1 ,11.0 ,0.46615902
2006-08-26,k,19:30,0.100 ,0.0 ,15.6 ,25.0 ,11.0 ,0.46615902
2006-08-26,k,19:45,0.100 ,0.0 ,15.5 ,24.8 ,11.0 ,0.46615902
2006-08-26,k,20:00,0.100 ,0.0 ,15.5 ,24.5 ,11.0 ,0.46615902
2006-08-26,k,20:15,0.100 ,0.0 ,15.5 ,24.3 ,11.0 ,0.46615902
2006-08-26,k,20:30,0.100 ,0.0 ,15.5 ,24.0 ,11.0 ,0.46615902
2006-08-26,k,20:45,0.100 ,0.0 ,15.4 ,23.8 ,11.0 ,0.46615902
2006-08-26,k,21:00,0.100 ,0.0 ,15.4 ,23.6 ,11.0 ,0.46615902
2006-08-26,k,21:15,0.101 ,0.0 ,15.4 ,23.3 ,11.0 ,0.477756073
2006-08-26,k,21:30,0.101 ,0.0 ,15.3 ,23.0 ,11.0 ,0.477756073
2006-08-26,k,21:45,0.101 ,0.0 ,15.3 ,22.8 ,11.0 ,0.477756073
2006-08-26,k,22:00,0.102 ,0.0 ,15.3 ,22.6 ,11.0 ,0.489560069
2006-08-26,k,22:15,0.102 ,0.0 ,15.3 ,22.2 ,11.0 ,0.489560069
2006-08-26,k,22:30,0.102 ,0.0 ,15.3 ,22.0 ,11.0 ,0.489560069
2006-08-26,k,22:45,0.102 ,0.0 ,15.2 ,21.9 ,11.0 ,0.489560069
2006-08-26,k,23:00,0.102 ,0.0 ,15.2 ,21.6 ,11.0 ,0.489560069
2006-08-26,k,23:15,0.102 ,0.0 ,15.2 ,21.2 ,11.0 ,0.489560069
2006-08-26,k,23:30,0.102 ,0.0 ,15.1 ,21.1 ,11.0 ,0.489560069
2006-08-26,k,23:45,0.102 ,0.0 ,15.1 ,20.8 ,11.0 ,0.489560069
2006-08-27,k,0:00,0.102 ,0.0 ,15.1 ,20.5 ,11.0 ,0.489560069
2006-08-27,k,0:15,0.102 ,0.0 ,15.1 ,20.4 ,11.0 ,0.489560069
2006-08-27,k,0:30,0.102 ,0.0 ,15.0 ,20.0 ,11.0 ,0.489560069
2006-08-27,k,0:45,0.102 ,0.0 ,15.0 ,19.8 ,11.0 ,0.489560069
2006-08-27,k,1:00,0.102 ,0.0 ,15.0 ,19.7 ,11.0 ,0.489560069
2006-08-27,k,1:15,0.102 ,0.0 ,14.9 ,19.4 ,11.0 ,0.489560069
2006-08-27,k,1:30,0.102 ,0.0 ,14.9 ,19.2 ,11.0 ,0.489560069
2006-08-27,k,1:45,0.102 ,0.0 ,14.9 ,18.9 ,11.0 ,0.489560069
2006-08-27,k,2:00,0.102 ,0.0 ,14.9 ,18.8 ,11.0 ,0.489560069
2006-08-27,k,2:15,0.101 ,0.0 ,14.8 ,18.7 ,11.0 ,0.477756073
2006-08-27,k,2:30,0.102 ,0.0 ,14.8 ,18.4 ,11.0 ,0.489560069
2006-08-27,k,2:45,0.101 ,0.0 ,14.7 ,18.2 ,11.0 ,0.477756073
2006-08-27,k,3:00,0.101 ,0.0 ,14.7 ,18.1 ,11.0 ,0.477756073
2006-08-27,k,3:15,0.101 ,0.0 ,14.7 ,17.9 ,11.0 ,0.477756073
2006-08-27,k,3:30,0.101 ,0.0 ,14.7 ,17.8 ,11.0 ,0.477756073
2006-08-27,k,3:45,0.101 ,0.0 ,14.6 ,17.6 ,11.0 ,0.477756073
2006-08-27,k,4:00,0.102 ,0.0 ,14.6 ,17.5 ,11.0 ,0.489560069
2006-08-27,k,4:15,0.101 ,0.0 ,14.6 ,17.3 ,11.0 ,0.477756073
2006-08-27,k,4:30,0.102 ,0.0 ,14.6 ,17.3 ,11.0 ,0.489560069
2006-08-27,k,4:45,0.102 ,0.0 ,14.5 ,17.2 ,11.0 ,0.489560069
2006-08-27,k,5:00,0.102 ,0.0 ,14.5 ,17.1 ,11.0 ,0.489560069
2006-08-27,k,5:15,0.102 ,0.0 ,14.5 ,16.8 ,11.0 ,0.501573263
2006-08-27,k,5:30,0.102 ,0.0 ,14.5 ,16.7 ,11.0 ,0.501573263
2006-08-27,k,5:45,0.102 ,0.0 ,14.5 ,16.6 ,11.0 ,0.501573263
2006-08-27,k,6:00,0.102 ,0.0 ,14.4 ,16.5 ,11.0 ,0.489560069
2006-08-27,k,6:15,0.102 ,0.0 ,14.4 ,16.5 ,11.0 ,0.501573263
2006-08-27,k,6:30,0.102 ,0.0 ,14.4 ,16.4 ,11.0 ,0.501573263
2006-08-27,k,6:45,0.102 ,0.0 ,14.4 ,16.4 ,11.0 ,0.501573263
2006-08-27,k,7:00,0.102 ,0.0 ,14.3 ,16.1 ,11.0 ,0.501573263
2006-08-27,k,7:15,0.102 ,0.0 ,14.3 ,16.0 ,11.0 ,0.501573263
2006-08-27,k,7:30,0.103 ,0.0 ,14.3 ,16.0 ,11.0 ,0.513797923
2006-08-27,k,7:45,0.103 ,0.0 ,14.3 ,15.9 ,11.0 ,0.513797923
2006-08-27,k,8:00,0.102 ,0.0 ,14.3 ,15.9 ,11.0 ,0.501573263
2006-08-27,k,8:15,0.103 ,0.0 ,14.3 ,15.7 ,11.0 ,0.513797923
2006-08-27,k,8:30,0.102 ,0.0 ,14.3 ,15.7 ,11.0 ,0.501573263
2006-08-27,k,8:45,0.102 ,0.0 ,14.2 ,15.7 ,11.0 ,0.501573263
2006-08-27,k,9:00,0.103 ,0.0 ,14.2 ,15.7 ,11.0 ,0.513797923
2006-08-27,k,9:15,0.103 ,0.0 ,14.2 ,15.7 ,11.0 ,0.513797923
2006-08-27,k,9:30,0.103 ,0.0 ,14.2 ,15.7 ,11.0 ,0.513797923
2006-08-27,k,9:45,0.103 ,0.0 ,14.2 ,15.9 ,11.0 ,0.513797923
2006-08-27,k,10:00,0.102 ,0.0 ,14.2 ,16.0 ,11.0 ,0.501573263
2006-08-27,k,10:15,0.102 ,0.0 ,14.2 ,16.2 ,11.0 ,0.501573263
2006-08-27,k,10:30,0.102 ,0.0 ,14.2 ,16.5 ,11.0 ,0.501573263
2006-08-27,k,10:45,0.102 ,0.0 ,14.2 ,16.7 ,11.0 ,0.489560069
2006-08-27,k,11:00,0.102 ,0.0 ,14.3 ,17.2 ,11.0 ,0.489560069
2006-08-27,k,11:15,0.102 ,0.0 ,14.3 ,17.7 ,11.0 ,0.489560069
2006-08-27,k,11:30,0.102 ,0.0 ,14.3 ,18.4 ,11.0 ,0.489560069
2006-08-27,k,11:45,0.102 ,0.0 ,14.3 ,19.2 ,11.0 ,0.489560069
2006-08-27,k,12:00,0.102 ,0.0 ,14.3 ,19.8 ,11.0 ,0.489560069
2006-08-27,k,12:15,0.102 ,0.0 ,14.4 ,20.5 ,11.0 ,0.489560069
2006-08-27,k,12:30,0.102 ,0.0 ,14.4 ,21.1 ,11.0 ,0.489560069
2006-08-27,k,12:45,0.102 ,0.0 ,14.5 ,21.6 ,11.0 ,0.489560069
2006-08-27,k,13:00,0.102 ,0.0 ,14.6 ,22.1 ,11.0 ,0.489560069
2006-08-27,k,13:15,0.102 ,0.0 ,14.6 ,22.5 ,11.0 ,0.489560069
2006-08-27,k,13:30,0.102 ,0.0 ,14.7 ,22.8 ,11.0 ,0.489560069
2006-08-27,k,13:45,0.102 ,0.0 ,14.7 ,23.0 ,11.0 ,0.489560069
2006-08-27,k,14:00,0.102 ,0.0 ,14.8 ,23.3 ,11.0 ,0.489560069
2006-08-27,k,14:15,0.102 ,0.0 ,14.9 ,23.4 ,11.0 ,0.489560069
2006-08-27,k,14:30,0.101 ,0.0 ,15.0 ,23.7 ,11.0 ,0.477756073
2006-08-27,k,14:45,0.100 ,0.0 ,15.1 ,24.0 ,11.0 ,0.46615902
2006-08-27,k,15:00,0.100 ,0.0 ,15.3 ,24.4 ,11.0 ,0.46615902
2006-08-27,k,15:15,0.100 ,0.0 ,15.4 ,24.9 ,11.0 ,0.46615902
2006-08-27,k,15:30,0.100 ,0.0 ,15.5 ,25.4 ,11.0 ,0.46615902
2006-08-27,k,15:45,0.100 ,0.0 ,15.6 ,25.8 ,11.0 ,0.46615902
2006-08-27,k,16:00,0.100 ,0.0 ,15.8 ,26.0 ,11.0 ,0.46615902
2006-08-27,k,16:15,0.100 ,0.0 ,15.9 ,26.2 ,11.0 ,0.46615902
2006-08-27,k,16:30,0.100 ,0.0 ,16.0 ,26.5 ,11.0 ,0.46615902
2006-08-27,k,16:45,0.100 ,0.0 ,16.1 ,26.9 ,11.0 ,0.46615902
2006-08-27,k,17:00,0.100 ,0.0 ,16.1 ,27.1 ,11.0 ,0.46615902
2006-08-27,k,17:15,0.100 ,0.0 ,16.1 ,27.2 ,11.0 ,0.46615902
2006-08-27,k,17:30,0.100 ,0.0 ,16.1 ,27.2 ,11.0 ,0.46615902
2006-08-27,k,17:45,0.100 ,0.0 ,16.1 ,27.0 ,11.0 ,0.46615902
2006-08-27,k,18:00,0.100 ,0.0 ,16.0 ,26.9 ,11.0 ,0.46615902
2006-08-27,k,18:15,0.100 ,0.0 ,16.0 ,26.7 ,11.0 ,0.46615902
2006-08-27,k,18:30,0.100 ,0.0 ,16.0 ,26.6 ,11.0 ,0.46615902
2006-08-27,k,18:45,0.100 ,0.0 ,15.9 ,26.4 ,11.0 ,0.46615902
2006-08-27,k,19:00,0.100 ,0.0 ,15.9 ,26.2 ,11.0 ,0.46615902
2006-08-27,k,19:15,0.100 ,0.0 ,15.9 ,26.0 ,11.0 ,0.46615902
2006-08-27,k,19:30,0.101 ,0.0 ,15.9 ,25.8 ,11.0 ,0.477756073
2006-08-27,k,19:45,0.102 ,0.0 ,15.8 ,25.6 ,11.0 ,0.489560069
2006-08-27,k,20:00,0.102 ,0.0 ,15.8 ,25.3 ,11.0 ,0.489560069
2006-08-27,k,20:15,0.102 ,0.0 ,15.8 ,25.0 ,11.0 ,0.489560069
2006-08-27,k,20:30,0.102 ,0.0 ,15.8 ,24.8 ,11.0 ,0.489560069
2006-08-27,k,20:45,0.102 ,0.0 ,15.7 ,24.5 ,11.0 ,0.489560069
2006-08-27,k,21:00,0.102 ,0.0 ,15.7 ,24.3 ,11.0 ,0.489560069
2006-08-27,k,21:15,0.102 ,0.0 ,15.7 ,24.0 ,11.0 ,0.489560069
2006-08-27,k,21:30,0.102 ,0.0 ,15.6 ,23.7 ,11.0 ,0.489560069
2006-08-27,k,21:45,0.102 ,0.0 ,15.6 ,23.4 ,11.0 ,0.489560069
2006-08-27,k,22:00,0.102 ,0.0 ,15.6 ,23.2 ,11.0 ,0.489560069
2006-08-27,k,22:15,0.102 ,0.0 ,15.6 ,22.8 ,11.0 ,0.501573263
2006-08-27,k,22:30,0.103 ,0.0 ,15.6 ,22.7 ,11.0 ,0.513797923
2006-08-27,k,22:45,0.104 ,0.0 ,15.5 ,22.3 ,11.0 ,0.538890749
2006-08-27,k,23:00,0.106 ,0.0 ,15.5 ,22.1 ,11.0 ,0.564856859
2006-08-27,k,23:15,0.106 ,0.3 ,15.5 ,21.9 ,11.0 ,0.564856859
2006-08-27,k,23:30,0.106 ,0.0 ,15.4 ,21.6 ,11.0 ,0.564856859
2006-08-27,k,23:45,0.106 ,0.0 ,15.4 ,21.4 ,11.0 ,0.564856859
2006-08-28,k,0:00,0.106 ,0.0 ,15.4 ,21.1 ,11.0 ,0.564856859
2006-08-28,k,0:15,0.106 ,0.0 ,15.3 ,20.9 ,11.0 ,0.578173157
2006-08-28,k,0:30,0.106 ,0.0 ,15.3 ,20.6 ,11.0 ,0.564856859
2006-08-28,k,0:45,0.104 ,0.0 ,15.3 ,20.5 ,11.0 ,0.538890749
2006-08-28,k,1:00,0.103 ,0.0 ,15.3 ,20.3 ,11.0 ,0.513797923
2006-08-28,k,1:15,0.103 ,0.0 ,15.2 ,20.0 ,11.0 ,0.513797923
2006-08-28,k,1:30,0.103 ,0.0 ,15.2 ,19.9 ,11.0 ,0.513797923
2006-08-28,k,1:45,0.103 ,0.0 ,15.2 ,19.8 ,11.0 ,0.513797923
2006-08-28,k,2:00,0.104 ,0.0 ,15.2 ,19.7 ,11.0 ,0.526236323
2006-08-28,k,2:15,0.104 ,0.0 ,15.1 ,19.4 ,11.0 ,0.538890749
2006-08-28,k,2:30,0.104 ,0.0 ,15.1 ,19.3 ,11.0 ,0.538890749
2006-08-28,k,2:45,0.104 ,0.0 ,15.1 ,19.0 ,11.0 ,0.538890749
2006-08-28,k,3:00,0.104 ,0.0 ,15.1 ,18.9 ,11.0 ,0.538890749
2006-08-28,k,3:15,0.104 ,0.0 ,15.1 ,18.8 ,11.0 ,0.538890749
2006-08-28,k,3:30,0.104 ,0.0 ,15.0 ,18.7 ,11.0 ,0.538890749
2006-08-28,k,3:45,0.104 ,0.0 ,15.0 ,18.6 ,11.0 ,0.538890749
2006-08-28,k,4:00,0.104 ,0.0 ,15.0 ,18.3 ,11.0 ,0.538890749
2006-08-28,k,4:15,0.104 ,0.0 ,14.9 ,18.2 ,11.0 ,0.538890749
2006-08-28,k,4:30,0.104 ,1.7 ,14.9 ,18.1 ,11.0 ,0.538890749
2006-08-28,k,4:45,0.104 ,0.0 ,14.9 ,17.9 ,11.0 ,0.538890749
2006-08-28,k,5:00,0.104 ,0.0 ,14.9 ,17.8 ,11.0 ,0.538890749
2006-08-28,k,5:15,0.104 ,0.0 ,14.9 ,17.6 ,11.0 ,0.538890749
2006-08-28,k,5:30,0.104 ,0.0 ,14.9 ,17.6 ,11.0 ,0.538890749
2006-08-28,k,5:45,0.104 ,0.0 ,14.8 ,17.5 ,11.0 ,0.538890749
2006-08-28,k,6:00,0.104 ,0.0 ,14.8 ,17.3 ,11.0 ,0.538890749
2006-08-28,k,6:15,0.104 ,0.0 ,14.7 ,17.2 ,11.0 ,0.538890749
2006-08-28,k,6:30,0.104 ,0.0 ,14.7 ,17.1 ,11.0 ,0.538890749
2006-08-28,k,6:45,0.104 ,0.0 ,14.7 ,17.0 ,11.0 ,0.538890749
2006-08-28,k,7:00,0.104 ,0.0 ,14.7 ,16.8 ,11.0 ,0.538890749
2006-08-28,k,7:15,0.104 ,0.0 ,14.7 ,16.7 ,11.0 ,0.538890749
2006-08-28,k,7:30,0.104 ,0.0 ,14.6 ,16.6 ,11.0 ,0.538890749
2006-08-28,k,7:45,0.104 ,0.0 ,14.6 ,16.6 ,11.0 ,0.538890749
2006-08-28,k,8:00,0.104 ,0.0 ,14.6 ,16.5 ,11.0 ,0.538890749
2006-08-28,k,8:15,0.105 ,0.0 ,14.6 ,16.5 ,11.0 ,0.551763493
2006-08-28,k,8:30,0.105 ,0.0 ,14.6 ,16.5 ,11.0 ,0.551763493
2006-08-28,k,8:45,0.105 ,0.0 ,14.6 ,16.5 ,11.0 ,0.551763493
2006-08-28,k,9:00,0.105 ,0.0 ,14.6 ,16.5 ,11.0 ,0.551763493
2006-08-28,k,9:15,0.105 ,0.0 ,14.6 ,16.5 ,11.0 ,0.551763493
2006-08-28,k,9:30,0.105 ,0.0 ,14.5 ,16.5 ,11.0 ,0.551763493
2006-08-28,k,9:45,0.105 ,0.0 ,14.5 ,16.6 ,11.0 ,0.551763493
2006-08-28,k,10:00,0.104 ,0.0 ,14.5 ,16.7 ,11.0 ,0.538890749
2006-08-28,k,10:15,0.104 ,0.0 ,14.5 ,16.8 ,11.0 ,0.538890749
2006-08-28,k,10:30,0.104 ,0.0 ,14.6 ,17.1 ,11.0 ,0.538890749
2006-08-28,k,10:45,0.104 ,0.1 ,14.6 ,17.3 ,11.0 ,0.538890749
2006-08-28,k,11:00,0.104 ,0.1 ,14.6 ,17.8 ,11.0 ,0.538890749
2006-08-28,k,11:15,0.104 ,0.1 ,14.6 ,18.3 ,11.0 ,0.538890749
2006-08-28,k,11:30,0.104 ,0.0 ,14.6 ,19.0 ,11.0 ,0.526236323
2006-08-28,k,11:45,0.103 ,0.0 ,14.6 ,19.7 ,11.0 ,0.513797923
2006-08-28,k,12:00,0.103 ,0.0 ,14.6 ,20.4 ,11.0 ,0.513797923
2006-08-28,k,12:15,0.103 ,0.0 ,14.7 ,21.1 ,11.0 ,0.513797923
2006-08-28,k,12:30,0.102 ,0.0 ,14.7 ,21.7 ,11.0 ,0.501573263
2006-08-28,k,12:45,0.102 ,0.0 ,14.9 ,22.3 ,11.0 ,0.489560069
2006-08-28,k,13:00,0.102 ,0.0 ,14.9 ,22.8 ,11.0 ,0.489560069
2006-08-28,k,13:15,0.102 ,0.0 ,15.0 ,23.3 ,11.0 ,0.489560069
2006-08-28,k,13:30,0.101 ,0.0 ,15.0 ,23.6 ,11.0 ,0.477756073
2006-08-28,k,13:45,0.100 ,0.0 ,15.1 ,23.8 ,11.0 ,0.46615902
2006-08-28,k,14:00,0.100 ,0.0 ,15.1 ,24.0 ,11.0 ,0.46615902
2006-08-28,k,14:15,0.100 ,0.0 ,15.2 ,24.2 ,11.0 ,0.46615902
2006-08-28,k,14:30,0.100 ,0.0 ,15.3 ,24.3 ,11.0 ,0.46615902
2006-08-28,k,14:45,0.100 ,0.0 ,15.5 ,24.7 ,11.0 ,0.46615902
2006-08-28,k,15:00,0.100 ,0.0 ,15.6 ,25.0 ,11.0 ,0.46615902
2006-08-28,k,15:15,0.100 ,0.0 ,15.8 ,25.4 ,11.0 ,0.46615902
2006-08-28,k,15:30,0.100 ,0.0 ,15.9 ,25.9 ,11.0 ,0.46615902
